Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** Baseline SUM ***
TimeCrypt Baseline	2.85	4.52	1.06	8.43
TimeCrypt Baseline	14.89	4.22	1.03	20.14
TimeCrypt Baseline	3.62	4.47	1.02	9.11
TimeCrypt Baseline	2.97	4.32	1.05	8.35
TimeCrypt Baseline	2.97	4.19	1.09	8.25
TimeCrypt Baseline	2.76	4.47	1.11	8.34
TimeCrypt Baseline	2.91	4.60	1.08	8.60
TimeCrypt Baseline	2.91	4.31	1.01	8.23
TimeCrypt Baseline	2.89	4.45	1.06	8.39
TimeCrypt Baseline	2.96	4.34	1.09	8.39
TimeCrypt Baseline	3.95	4.53	1.08	9.55
TimeCrypt Baseline	2.89	14.08	1.07	18.04
TimeCrypt Baseline	3.86	4.60	1.07	9.53
TimeCrypt Baseline	3.78	4.56	1.05	9.40
TimeCrypt Baseline	3.02	4.57	1.07	8.65
TimeCrypt Baseline	3.01	4.55	1.06	8.63
TimeCrypt Baseline	3.91	4.37	1.05	9.32
TimeCrypt Baseline	2.90	4.41	1.05	8.37
TimeCrypt Baseline	3.73	4.43	1.14	9.31
TimeCrypt Baseline	2.98	4.58	1.07	8.63
TimeCrypt Baseline	3.86	4.58	1.09	9.54
TimeCrypt Baseline	10.08	4.32	1.04	15.44
TimeCrypt Baseline	3.68	4.57	1.05	9.30
TimeCrypt Baseline	3.89	4.55	1.10	9.54
TimeCrypt Baseline	3.89	4.53	1.07	9.50
TimeCrypt Baseline	3.98	4.57	1.07	9.62
TimeCrypt Baseline	3.99	4.43	1.04	9.46
TimeCrypt Baseline	3.91	4.61	1.06	9.59
TimeCrypt Baseline	4.04	4.48	1.06	9.58
TimeCrypt Baseline	4.12	4.55	1.13	9.80
TimeCrypt Baseline	4.01	16.12	0.98	21.12
TimeCrypt Baseline	3.71	4.64	1.10	9.45
TimeCrypt Baseline	3.99	4.59	1.09	9.67
TimeCrypt Baseline	3.93	4.61	1.08	9.62
TimeCrypt Baseline	4.02	4.59	1.10	9.71
TimeCrypt Baseline	4.10	4.59	1.10	9.78
TimeCrypt Baseline	4.08	4.65	1.04	9.77
TimeCrypt Baseline	5.49	4.65	1.14	11.28
TimeCrypt Baseline	3.98	4.47	1.09	9.54
TimeCrypt Baseline	13.87	4.51	1.08	19.46
TimeCrypt Baseline	3.85	4.69	1.09	9.64
TimeCrypt Baseline	4.03	4.72	1.11	9.86
TimeCrypt Baseline	3.11	4.65	1.05	8.81
TimeCrypt Baseline	3.17	4.60	1.09	8.87
TimeCrypt Baseline	3.22	4.41	1.06	8.69
TimeCrypt Baseline	2.94	4.48	1.11	8.52
TimeCrypt Baseline	3.06	4.62	1.14	8.82
TimeCrypt Baseline	3.86	4.67	1.10	9.64
TimeCrypt Baseline	3.10	4.74	12.50	20.34
TimeCrypt Baseline	3.37	4.33	1.05	8.75
TimeCrypt Baseline	3.79	4.58	1.10	9.48
TimeCrypt Baseline	4.14	4.52	1.07	9.72
TimeCrypt Baseline	3.09	4.28	1.07	8.44
TimeCrypt Baseline	3.12	4.54	1.05	8.71
TimeCrypt Baseline	2.99	4.55	1.09	8.63
TimeCrypt Baseline	4.02	4.71	1.12	9.85
TimeCrypt Baseline	3.13	4.78	1.17	9.07
TimeCrypt Baseline	3.17	4.55	1.10	8.82
TimeCrypt Baseline	3.12	4.54	1.13	8.80
TimeCrypt Baseline	4.42	4.81	1.11	10.34
TimeCrypt Baseline	3.02	4.81	1.12	8.95
TimeCrypt Baseline	3.08	4.77	1.15	9.01
TimeCrypt Baseline	3.09	4.76	1.17	9.01
TimeCrypt Baseline	4.08	4.74	1.11	9.93
TimeCrypt Baseline	4.20	4.82	1.14	10.15
TimeCrypt Baseline	4.13	4.73	1.15	10.01
TimeCrypt Baseline	3.24	4.82	1.13	9.20
TimeCrypt Baseline	4.11	14.37	1.06	19.53
TimeCrypt Baseline	3.86	4.76	1.07	9.69
TimeCrypt Baseline	4.03	4.79	1.13	9.95
TimeCrypt Baseline	4.06	4.81	1.07	9.94
TimeCrypt Baseline	4.11	4.93	1.15	10.18
TimeCrypt Baseline	3.21	4.85	1.13	9.19
TimeCrypt Baseline	3.17	4.76	1.15	9.08
TimeCrypt Baseline	3.98	4.76	1.13	9.88
TimeCrypt Baseline	4.21	4.65	1.14	10.00
TimeCrypt Baseline	4.20	13.88	1.01	19.09
TimeCrypt Baseline	3.73	4.54	1.10	9.37
TimeCrypt Baseline	4.03	4.65	1.12	9.80
TimeCrypt Baseline	3.21	4.63	1.13	8.97
TimeCrypt Baseline	3.14	4.72	1.11	8.97
TimeCrypt Baseline	4.02	4.81	1.10	9.93
TimeCrypt Baseline	3.05	4.56	1.16	8.77
TimeCrypt Baseline	3.15	4.64	1.08	8.87
TimeCrypt Baseline	4.04	4.89	1.15	10.08
TimeCrypt Baseline	3.92	15.70	1.03	20.65
TimeCrypt Baseline	3.69	4.88	1.09	9.65
TimeCrypt Baseline	3.14	4.71	1.11	8.97
TimeCrypt Baseline	4.25	4.74	1.17	10.16
TimeCrypt Baseline	3.17	4.81	1.13	9.12
TimeCrypt Baseline	3.18	4.63	1.12	8.93


K = 2

*** TimeCrypt Paillier SUM ***
TimeCrypt+S3	42.85	16.07	0.00	58.92
TimeCrypt+S3	42.63	15.43	0.00	58.06
TimeCrypt+S3	42.88	15.03	0.00	57.91
TimeCrypt+S3	42.78	14.90	0.00	57.68
TimeCrypt+S3	42.87	14.81	0.00	57.69
TimeCrypt+S3	42.64	14.47	0.00	57.11
TimeCrypt+S3	43.05	15.24	0.00	58.29
TimeCrypt+S3	42.80	15.04	0.00	57.84
TimeCrypt+S3	42.93	15.01	0.00	57.93
TimeCrypt+S3	42.79	14.89	0.00	57.67
TimeCrypt+S3	42.87	16.00	0.00	58.86
TimeCrypt+S3	42.70	15.78	0.00	58.48
TimeCrypt+S3	42.75	15.05	0.00	57.79
TimeCrypt+S3	42.73	15.13	0.00	57.87
TimeCrypt+S3	42.86	16.04	0.00	58.90
TimeCrypt+S3	44.21	15.69	0.00	59.90
TimeCrypt+S3	43.04	16.14	0.00	59.19
TimeCrypt+S3	42.85	15.64	0.00	58.49
TimeCrypt+S3	42.92	15.65	0.00	58.57
TimeCrypt+S3	42.68	16.04	0.00	58.72
TimeCrypt+S3	42.78	15.59	0.00	58.37
TimeCrypt+S3	42.77	15.63	0.00	58.40
TimeCrypt+S3	42.81	15.63	0.00	58.44
TimeCrypt+S3	42.68	15.62	0.00	58.30
TimeCrypt+S3	42.85	15.37	0.00	58.21
TimeCrypt+S3	42.71	15.79	0.00	58.50
TimeCrypt+S3	42.78	15.91	0.00	58.70
TimeCrypt+S3	42.76	16.15	0.00	58.91
TimeCrypt+S3	42.97	16.15	0.00	59.11
TimeCrypt+S3	42.78	15.64	0.00	58.42
TimeCrypt+S3	42.85	15.48	0.00	58.33
TimeCrypt+S3	42.67	15.52	0.00	58.19
TimeCrypt+S3	42.77	15.42	0.00	58.20
TimeCrypt+S3	42.75	15.42	0.00	58.18
TimeCrypt+S3	42.86	15.19	0.00	58.05
TimeCrypt+S3	42.68	15.64	0.00	58.32
TimeCrypt+S3	44.23	16.02	0.00	60.25
TimeCrypt+S3	42.82	15.91	0.00	58.73
TimeCrypt+S3	42.92	15.47	0.00	58.39
TimeCrypt+S3	42.67	14.54	0.00	57.21
TimeCrypt+S3	42.87	15.42	0.00	58.28
TimeCrypt+S3	42.63	14.78	0.00	57.40
TimeCrypt+S3	42.94	15.36	0.00	58.29
TimeCrypt+S3	42.89	15.29	0.00	58.18
TimeCrypt+S3	42.82	14.91	0.00	57.73
TimeCrypt+S3	42.80	14.57	0.00	57.37
TimeCrypt+S3	44.27	14.55	0.00	58.82
TimeCrypt+S3	42.83	15.04	0.00	57.87
TimeCrypt+S3	42.90	14.72	0.00	57.61
TimeCrypt+S3	42.72	14.98	0.00	57.70
TimeCrypt+S3	42.73	15.20	0.00	57.92
TimeCrypt+S3	42.61	15.80	0.00	58.41
TimeCrypt+S3	42.82	15.86	0.00	58.68
TimeCrypt+S3	42.62	15.27	0.00	57.89
TimeCrypt+S3	42.77	15.66	0.00	58.43
TimeCrypt+S3	42.74	14.52	0.00	57.26
TimeCrypt+S3	42.92	14.71	0.00	57.63
TimeCrypt+S3	42.77	15.47	0.00	58.23
TimeCrypt+S3	42.92	15.45	0.00	58.36
TimeCrypt+S3	42.87	15.17	0.00	58.04
TimeCrypt+S3	42.96	14.65	0.00	57.61
TimeCrypt+S3	42.78	14.78	0.00	57.56
TimeCrypt+S3	42.83	14.76	0.00	57.59
TimeCrypt+S3	42.82	15.14	0.00	57.95
TimeCrypt+S3	42.75	14.54	0.00	57.29
TimeCrypt+S3	42.83	14.81	0.00	57.63
TimeCrypt+S3	42.92	14.86	0.00	57.78
TimeCrypt+S3	42.84	15.66	0.00	58.50
TimeCrypt+S3	42.79	14.44	0.00	57.23
TimeCrypt+S3	42.80	15.88	0.00	58.68
TimeCrypt+S3	43.10	14.95	0.00	58.05
TimeCrypt+S3	42.86	14.97	0.00	57.83
TimeCrypt+S3	42.99	15.25	0.00	58.24
TimeCrypt+S3	42.77	15.13	0.00	57.91
TimeCrypt+S3	42.76	15.33	0.00	58.09
TimeCrypt+S3	42.71	15.33	0.00	58.04
TimeCrypt+S3	42.75	14.98	0.00	57.73
TimeCrypt+S3	42.79	14.65	0.00	57.43
TimeCrypt+S3	42.93	15.53	0.00	58.46
TimeCrypt+S3	42.75	14.85	0.00	57.61
TimeCrypt+S3	42.99	14.52	0.00	57.51
TimeCrypt+S3	42.92	14.83	0.00	57.75
TimeCrypt+S3	42.88	15.27	0.00	58.15
TimeCrypt+S3	42.81	14.87	0.00	57.68
TimeCrypt+S3	42.93	14.53	0.00	57.46
TimeCrypt+S3	42.80	15.88	0.00	58.68
TimeCrypt+S3	42.87	14.90	0.00	57.77
TimeCrypt+S3	42.83	14.67	0.00	57.49
TimeCrypt+S3	44.08	15.05	0.00	59.13
TimeCrypt+S3	42.75	14.54	0.00	57.29
TimeCrypt+S3	42.92	15.61	0.00	58.53
TimeCrypt+S3	42.72	15.74	0.00	58.46
TimeCrypt+S3	42.82	15.83	0.00	58.65
TimeCrypt+S3	42.66	14.88	0.00	57.54
TimeCrypt+S3	42.76	15.39	0.00	58.15
TimeCrypt+S3	42.74	15.13	0.00	57.87
TimeCrypt+S3	42.83	14.59	0.00	57.42
TimeCrypt+S3	42.84	14.52	0.00	57.36
TimeCrypt+S3	42.84	15.11	0.00	57.96
TimeCrypt+S3	44.12	15.39	0.00	59.51
TimeCrypt+S3	42.88	14.71	0.00	57.59
TimeCrypt+S3	42.83	15.84	0.00	58.67
TimeCrypt+S3	42.86	14.58	0.00	57.44
TimeCrypt+S3	42.70	15.35	0.00	58.05
TimeCrypt+S3	42.81	14.74	0.00	57.55
TimeCrypt+S3	42.73	14.74	0.00	57.46
TimeCrypt+S3	42.82	15.27	0.00	58.09
TimeCrypt+S3	42.64	15.60	0.00	58.25
TimeCrypt+S3	42.80	15.25	0.00	58.05
TimeCrypt+S3	42.76	15.89	0.00	58.65
TimeCrypt+S3	42.81	14.91	0.00	57.72
TimeCrypt+S3	42.81	14.76	0.00	57.56
TimeCrypt+S3	42.86	15.70	0.00	58.56
TimeCrypt+S3	42.64	15.73	0.00	58.37
TimeCrypt+S3	42.76	15.94	0.00	58.70
TimeCrypt+S3	42.82	15.16	0.00	57.98
TimeCrypt+S3	42.92	15.01	0.00	57.93
TimeCrypt+S3	42.82	15.08	0.00	57.90
TimeCrypt+S3	42.92	15.29	0.00	58.21
TimeCrypt+S3	42.75	14.95	0.00	57.70
TimeCrypt+S3	46.71	15.04	0.00	61.75
TimeCrypt+S3	42.80	14.62	0.00	57.42
TimeCrypt+S3	42.90	14.88	0.00	57.78
TimeCrypt+S3	42.70	15.59	0.00	58.29
TimeCrypt+S3	42.81	15.38	0.00	58.19
TimeCrypt+S3	42.76	15.57	0.00	58.32
TimeCrypt+S3	42.80	14.63	0.00	57.42
TimeCrypt+S3	42.68	15.70	0.00	58.38
TimeCrypt+S3	42.65	15.84	0.00	58.49
TimeCrypt+S3	42.65	15.87	0.00	58.52
TimeCrypt+S3	42.85	15.86	0.00	58.70
TimeCrypt+S3	42.63	15.84	0.00	58.47
TimeCrypt+S3	42.81	15.82	0.00	58.63
TimeCrypt+S3	42.78	15.85	0.00	58.63
TimeCrypt+S3	42.76	15.97	0.00	58.73
TimeCrypt+S3	42.70	15.82	0.00	58.53
TimeCrypt+S3	42.76	15.86	0.00	58.63
TimeCrypt+S3	42.68	15.82	0.00	58.50
TimeCrypt+S3	42.74	15.82	0.00	58.55
TimeCrypt+S3	42.66	15.82	0.00	58.47
TimeCrypt+S3	42.83	15.83	0.00	58.66
TimeCrypt+S3	42.81	15.82	0.00	58.63
TimeCrypt+S3	42.81	15.82	0.00	58.63
TimeCrypt+S3	42.78	15.28	0.00	58.06
TimeCrypt+S3	42.87	15.23	0.00	58.10
TimeCrypt+S3	54.95	15.16	0.00	70.11
TimeCrypt+S3	42.82	15.77	0.00	58.59
TimeCrypt+S3	42.62	15.15	0.00	57.78
TimeCrypt+S3	42.87	15.42	0.00	58.29
TimeCrypt+S3	42.62	15.93	0.00	58.55
TimeCrypt+S3	42.65	15.29	0.00	57.94
TimeCrypt+S3	42.81	16.02	0.00	58.84
TimeCrypt+S3	43.90	15.96	0.00	59.86
TimeCrypt+S3	42.62	15.96	0.00	58.58
TimeCrypt+S3	42.68	15.28	0.00	57.96
TimeCrypt+S3	42.61	15.36	0.00	57.97
TimeCrypt+S3	42.79	14.88	0.00	57.66
TimeCrypt+S3	42.63	15.09	0.00	57.72
TimeCrypt+S3	42.92	14.79	0.00	57.71
TimeCrypt+S3	42.77	15.93	0.00	58.70
TimeCrypt+S3	42.73	15.33	0.00	58.06
TimeCrypt+S3	42.59	14.62	0.00	57.21
TimeCrypt+S3	44.23	15.62	0.00	59.85
TimeCrypt+S3	42.87	14.69	0.00	57.56
TimeCrypt+S3	42.83	15.67	0.00	58.50
TimeCrypt+S3	42.80	15.55	0.00	58.35
TimeCrypt+S3	42.74	15.19	0.00	57.94
TimeCrypt+S3	42.61	14.78	0.00	57.39
TimeCrypt+S3	42.85	14.90	0.00	57.75
TimeCrypt+S3	42.60	15.09	0.00	57.69
TimeCrypt+S3	42.74	15.60	0.00	58.34
TimeCrypt+S3	42.61	15.90	0.00	58.51
TimeCrypt+S3	42.72	15.62	0.00	58.34
TimeCrypt+S3	42.63	15.85	0.00	58.48
TimeCrypt+S3	42.76	14.77	0.00	57.53
TimeCrypt+S3	42.68	15.01	0.00	57.69
TimeCrypt+S3	42.83	14.45	0.00	57.28
TimeCrypt+S3	42.62	15.35	0.00	57.98
TimeCrypt+S3	42.76	14.95	0.00	57.71
TimeCrypt+S3	42.73	14.65	0.00	57.38
TimeCrypt+S3	43.00	15.48	0.00	58.47
TimeCrypt+S3	42.66	15.22	0.00	57.88
TimeCrypt+S3	42.70	14.68	0.00	57.39
TimeCrypt+S3	42.65	15.00	0.00	57.65
TimeCrypt+S3	42.88	15.29	0.00	58.17
TimeCrypt+S3	42.79	15.41	0.00	58.20
TimeCrypt+S3	42.86	15.53	0.00	58.39
TimeCrypt+S3	48.47	15.15	0.00	63.61
TimeCrypt+S3	42.71	15.83	0.00	58.54
TimeCrypt+S3	42.69	15.53	0.00	58.23
TimeCrypt+S3	42.73	14.49	0.00	57.22
TimeCrypt+S3	42.72	14.71	0.00	57.42
TimeCrypt+S3	42.79	14.86	0.00	57.65
TimeCrypt+S3	42.69	15.44	0.00	58.13
TimeCrypt+S3	43.75	14.81	0.00	58.56
TimeCrypt+S3	42.72	14.77	0.00	57.48
TimeCrypt+S3	42.89	15.11	0.00	58.00
TimeCrypt+S3	42.70	15.51	0.00	58.22
TimeCrypt+S3	42.85	14.87	0.00	57.72
TimeCrypt+S3	42.70	15.14	0.00	57.84
TimeCrypt+S3	42.65	15.27	0.00	57.92
TimeCrypt+S3	42.77	16.09	0.00	58.86
TimeCrypt+S3	42.74	16.09	0.00	58.82
TimeCrypt+S3	42.64	15.63	0.00	58.26
TimeCrypt+S3	42.67	16.08	0.00	58.75
TimeCrypt+S3	42.70	15.83	0.00	58.53
TimeCrypt+S3	42.76	15.85	0.00	58.61
TimeCrypt+S3	42.74	15.93	0.00	58.66
TimeCrypt+S3	42.81	15.83	0.00	58.64
TimeCrypt+S3	42.59	15.82	0.00	58.41
TimeCrypt+S3	42.65	15.81	0.00	58.46
TimeCrypt+S3	42.63	15.92	0.00	58.54
TimeCrypt+S3	42.72	15.79	0.00	58.51
TimeCrypt+S3	42.67	16.08	0.00	58.75
TimeCrypt+S3	42.76	15.67	0.00	58.43
TimeCrypt+S3	42.68	15.64	0.00	58.32
TimeCrypt+S3	42.76	15.10	0.00	57.86
TimeCrypt+S3	42.64	15.61	0.00	58.25
TimeCrypt+S3	42.76	15.58	0.00	58.34
TimeCrypt+S3	42.64	14.70	0.00	57.35
TimeCrypt+S3	42.87	15.61	0.00	58.48
TimeCrypt+S3	42.75	15.77	0.00	58.52
TimeCrypt+S3	42.81	15.72	0.00	58.53
TimeCrypt+S3	42.70	15.75	0.00	58.45
TimeCrypt+S3	42.85	15.58	0.00	58.43
TimeCrypt+S3	42.65	15.52	0.00	58.17
TimeCrypt+S3	42.75	15.65	0.00	58.40
TimeCrypt+S3	42.69	15.57	0.00	58.27
TimeCrypt+S3	42.87	15.57	0.00	58.44
TimeCrypt+S3	42.79	15.49	0.00	58.28
TimeCrypt+S3	42.86	14.75	0.00	57.61
TimeCrypt+S3	42.73	14.97	0.00	57.70
TimeCrypt+S3	42.86	14.73	0.00	57.59
TimeCrypt+S3	42.77	15.03	0.00	57.80
TimeCrypt+S3	42.77	15.45	0.00	58.21
TimeCrypt+S3	42.71	14.76	0.00	57.47
TimeCrypt+S3	44.60	16.12	0.00	60.72
TimeCrypt+S3	42.79	14.85	0.00	57.65
TimeCrypt+S3	43.08	14.55	0.00	57.63
TimeCrypt+S3	42.81	15.70	0.00	58.51
TimeCrypt+S3	42.87	15.96	0.00	58.83
TimeCrypt+S3	42.78	15.84	0.00	58.62
TimeCrypt+S3	42.92	15.99	0.00	58.91
TimeCrypt+S3	42.73	15.87	0.00	58.60
TimeCrypt+S3	43.05	16.13	0.00	59.19
TimeCrypt+S3	42.91	15.93	0.00	58.84
TimeCrypt+S3	42.92	16.19	0.00	59.11
TimeCrypt+S3	43.80	16.03	0.00	59.84
TimeCrypt+S3	43.21	15.84	0.00	59.05
TimeCrypt+S3	42.94	15.82	0.00	58.76
TimeCrypt+S3	42.91	15.84	0.00	58.75
TimeCrypt+S3	42.91	15.85	0.00	58.76
TimeCrypt+S3	43.03	15.85	0.00	58.88
TimeCrypt+S3	43.65	15.83	0.00	59.48
TimeCrypt+S3	43.06	15.95	0.00	59.01
TimeCrypt+S3	42.85	14.75	0.00	57.60
TimeCrypt+S3	42.93	14.62	0.00	57.55
TimeCrypt+S3	42.71	14.49	0.00	57.20
TimeCrypt+S3	42.85	14.86	0.00	57.72
TimeCrypt+S3	42.60	15.65	0.00	58.25
TimeCrypt+S3	42.74	15.51	0.00	58.25
TimeCrypt+S3	42.57	15.83	0.00	58.40
TimeCrypt+S3	42.75	15.86	0.00	58.62
TimeCrypt+S3	42.61	15.17	0.00	57.78
TimeCrypt+S3	42.79	14.76	0.00	57.54
TimeCrypt+S3	42.69	14.92	0.00	57.61
TimeCrypt+S3	42.77	15.17	0.00	57.94
TimeCrypt+S3	42.63	15.74	0.00	58.38
TimeCrypt+S3	44.19	14.61	0.00	58.80
TimeCrypt+S3	42.80	15.53	0.00	58.33
TimeCrypt+S3	42.86	15.50	0.00	58.35
TimeCrypt+S3	48.39	15.58	0.00	63.96
TimeCrypt+S3	42.78	14.69	0.00	57.47
TimeCrypt+S3	42.68	14.61	0.00	57.29
TimeCrypt+S3	42.90	15.04	0.00	57.95
TimeCrypt+S3	42.65	15.46	0.00	58.11
TimeCrypt+S3	42.75	15.24	0.00	57.99
TimeCrypt+S3	42.81	15.74	0.00	58.55
TimeCrypt+S3	42.93	15.48	0.00	58.41
TimeCrypt+S3	42.67	15.64	0.00	58.30
TimeCrypt+S3	42.73	15.04	0.00	57.77
TimeCrypt+S3	42.63	14.70	0.00	57.32
TimeCrypt+S3	42.74	14.81	0.00	57.54
TimeCrypt+S3	42.72	15.54	0.00	58.26
TimeCrypt+S3	42.78	15.32	0.00	58.11
TimeCrypt+S3	42.56	14.96	0.00	57.52
TimeCrypt+S3	42.70	15.60	0.00	58.30
TimeCrypt+S3	42.76	14.76	0.00	57.52
TimeCrypt+S3	42.71	15.58	0.00	58.29
TimeCrypt+S3	42.62	14.61	0.00	57.23
TimeCrypt+S3	42.83	15.09	0.00	57.93
TimeCrypt+S3	43.59	14.86	0.00	58.45
TimeCrypt+S3	42.99	14.82	0.00	57.81
TimeCrypt+S3	42.60	15.84	0.00	58.44
TimeCrypt+S3	42.71	15.97	0.00	58.67
TimeCrypt+S3	42.73	15.58	0.00	58.30
TimeCrypt+S3	42.77	14.75	0.00	57.53
TimeCrypt+S3	42.71	14.75	0.00	57.46
TimeCrypt+S3	42.71	15.21	0.00	57.92
TimeCrypt+S3	42.63	15.77	0.00	58.40
TimeCrypt+S3	43.91	15.20	0.00	59.11
TimeCrypt+S3	42.60	15.70	0.00	58.30
TimeCrypt+S3	42.79	15.19	0.00	57.98
TimeCrypt+S3	42.65	15.24	0.00	57.90
TimeCrypt+S3	42.68	15.58	0.00	58.26
TimeCrypt+S3	42.77	15.53	0.00	58.30
TimeCrypt+S3	42.74	15.39	0.00	58.13
TimeCrypt+S3	42.55	15.68	0.00	58.23
TimeCrypt+S3	42.69	15.23	0.00	57.92
TimeCrypt+S3	42.63	15.84	0.00	58.48
TimeCrypt+S3	42.77	15.11	0.00	57.87
TimeCrypt+S3	44.02	14.74	0.00	58.76
TimeCrypt+S3	42.97	14.76	0.00	57.73
TimeCrypt+S3	42.81	15.78	0.00	58.59
TimeCrypt+S3	42.80	15.09	0.00	57.89
TimeCrypt+S3	42.67	15.74	0.00	58.42
TimeCrypt+S3	42.73	15.34	0.00	58.07
TimeCrypt+S3	42.60	15.35	0.00	57.95
TimeCrypt+S3	42.84	15.61	0.00	58.45
TimeCrypt+S3	42.64	14.67	0.00	57.31
TimeCrypt+S3	42.78	14.62	0.00	57.41
TimeCrypt+S3	42.71	14.62	0.00	57.33
TimeCrypt+S3	42.83	15.73	0.00	58.56
TimeCrypt+S3	42.68	14.98	0.00	57.66
TimeCrypt+S3	42.88	14.93	0.00	57.81
TimeCrypt+S3	42.65	15.86	0.00	58.51
TimeCrypt+S3	42.67	14.69	0.00	57.37
TimeCrypt+S3	42.72	15.20	0.00	57.92
TimeCrypt+S3	42.83	14.80	0.00	57.62
TimeCrypt+S3	42.65	15.04	0.00	57.69
TimeCrypt+S3	42.65	14.83	0.00	57.48
TimeCrypt+S3	42.60	15.40	0.00	57.99
TimeCrypt+S3	44.04	15.36	0.00	59.40
TimeCrypt+S3	42.78	15.14	0.00	57.93
TimeCrypt+S3	42.75	15.83	0.00	58.58
TimeCrypt+S3	48.81	14.94	0.00	63.75
TimeCrypt+S3	42.70	14.52	0.00	57.22
TimeCrypt+S3	42.62	15.07	0.00	57.70
TimeCrypt+S3	42.70	14.98	0.00	57.67
TimeCrypt+S3	42.70	14.75	0.00	57.45
TimeCrypt+S3	42.70	14.61	0.00	57.31
TimeCrypt+S3	42.64	16.09	0.00	58.73
TimeCrypt+S3	42.69	14.61	0.00	57.30
TimeCrypt+S3	42.61	15.00	0.00	57.61
TimeCrypt+S3	42.76	14.92	0.00	57.68
TimeCrypt+S3	42.65	14.96	0.00	57.61
TimeCrypt+S3	42.65	15.52	0.00	58.17
TimeCrypt+S3	42.65	15.07	0.00	57.72
TimeCrypt+S3	42.80	14.98	0.00	57.78
TimeCrypt+S3	42.61	15.73	0.00	58.33
TimeCrypt+S3	42.65	15.19	0.00	57.84
TimeCrypt+S3	42.69	16.01	0.00	58.70
TimeCrypt+S3	42.78	15.82	0.00	58.60
TimeCrypt+S3	42.70	15.82	0.00	58.52
TimeCrypt+S3	42.78	15.83	0.00	58.61
TimeCrypt+S3	43.23	15.96	0.00	59.19
TimeCrypt+S3	42.84	15.84	0.00	58.68
TimeCrypt+S3	42.71	15.84	0.00	58.55
TimeCrypt+S3	42.86	15.82	0.00	58.68
TimeCrypt+S3	42.60	15.82	0.00	58.42
TimeCrypt+S3	42.75	15.83	0.00	58.58
TimeCrypt+S3	42.67	15.83	0.00	58.51
TimeCrypt+S3	42.76	15.82	0.00	58.58
TimeCrypt+S3	42.77	16.04	0.00	58.81
TimeCrypt+S3	42.65	15.83	0.00	58.48
TimeCrypt+S3	42.71	15.82	0.00	58.53
TimeCrypt+S3	42.90	16.01	0.00	58.91
TimeCrypt+S3	42.60	15.64	0.00	58.24
TimeCrypt+S3	42.73	15.07	0.00	57.80
TimeCrypt+S3	42.62	15.15	0.00	57.78
TimeCrypt+S3	42.81	15.08	0.00	57.89
TimeCrypt+S3	42.66	15.91	0.00	58.56
TimeCrypt+S3	42.83	14.61	0.00	57.43
TimeCrypt+S3	42.70	15.94	0.00	58.63
TimeCrypt+S3	44.19	15.51	0.00	59.70
TimeCrypt+S3	42.79	14.74	0.00	57.52
TimeCrypt+S3	42.96	14.76	0.00	57.72
TimeCrypt+S3	49.05	15.19	0.00	64.23
TimeCrypt+S3	42.72	15.06	0.00	57.77
TimeCrypt+S3	42.62	15.77	0.00	58.39
TimeCrypt+S3	42.94	15.39	0.00	58.33
TimeCrypt+S3	42.74	15.40	0.00	58.14
TimeCrypt+S3	42.72	15.06	0.00	57.79
TimeCrypt+S3	42.73	14.62	0.00	57.35
TimeCrypt+S3	42.68	15.80	0.00	58.48
TimeCrypt+S3	43.90	14.61	0.00	58.51
TimeCrypt+S3	42.86	14.89	0.00	57.75
TimeCrypt+S3	42.54	15.46	0.00	58.01
TimeCrypt+S3	42.89	15.47	0.00	58.36
TimeCrypt+S3	42.57	15.83	0.00	58.40
TimeCrypt+S3	42.89	15.45	0.00	58.33
TimeCrypt+S3	42.78	14.74	0.00	57.52
TimeCrypt+S3	42.86	15.59	0.00	58.46
TimeCrypt+S3	42.56	14.84	0.00	57.40
TimeCrypt+S3	42.68	15.08	0.00	57.76
TimeCrypt+S3	42.60	15.87	0.00	58.47
TimeCrypt+S3	42.84	15.28	0.00	58.12
TimeCrypt+S3	42.78	15.65	0.00	58.42
TimeCrypt+S3	42.93	15.18	0.00	58.11
TimeCrypt+S3	42.70	14.73	0.00	57.43
TimeCrypt+S3	42.70	15.13	0.00	57.83
TimeCrypt+S3	42.61	14.62	0.00	57.23
TimeCrypt+S3	42.77	14.73	0.00	57.51
TimeCrypt+S3	42.63	15.27	0.00	57.90
TimeCrypt+S3	42.66	14.80	0.00	57.46
TimeCrypt+S3	42.61	15.48	0.00	58.08
TimeCrypt+S3	42.79	15.74	0.00	58.53
TimeCrypt+S3	42.62	14.50	0.00	57.13
TimeCrypt+S3	42.83	15.21	0.00	58.04
TimeCrypt+S3	42.69	15.17	0.00	57.86
TimeCrypt+S3	42.78	15.55	0.00	58.33
TimeCrypt+S3	42.73	15.53	0.00	58.26
TimeCrypt+S3	42.77	15.37	0.00	58.15
TimeCrypt+S3	42.72	15.21	0.00	57.93
TimeCrypt+S3	42.68	15.84	0.00	58.52
TimeCrypt+S3	42.56	14.87	0.00	57.43
TimeCrypt+S3	42.62	15.23	0.00	57.84
TimeCrypt+S3	44.06	15.11	0.00	59.18
TimeCrypt+S3	42.80	15.44	0.00	58.24
TimeCrypt+S3	49.62	15.38	0.00	65.00
TimeCrypt+S3	42.71	15.59	0.00	58.30
